"","id","total_bill","tip","sex","smoker","day","time","size","bigTip","hugeTip"
"38",38,16.93,6.13,"Female","No","Sat","Dinner",3,"big","regular"
"39",39,18.69,5.43,"Male","No","Sat","Dinner",3,"big","regular"
"40",40,31.27,8.15,"Male","No","Sat","Dinner",3,"big","huge"
"41",41,16.04,3.8,"Male","No","Sat","Dinner",3,"small","regular"
"42",42,17.46,6.32,"Male","No","Sun","Dinner",2,"big","regular"
"43",43,13.94,6.27,"Male","No","Sun","Dinner",2,"big","regular"
"44",44,9.68,4.09,"Male","No","Sun","Dinner",2,"small","regular"
"45",45,30.4,8.69,"Male","No","Sun","Dinner",4,"big","huge"
"46",46,18.29,4.08,"Male","No","Sun","Dinner",2,"small","regular"
"47",47,22.23,8.13,"Male","No","Sun","Dinner",2,"big","huge"
"48",48,32.4,7.46,"Male","No","Sun","Dinner",4,"big","huge"
"49",49,28.55,3.98,"Male","No","Sun","Dinner",3,"small","regular"
"50",50,18.04,6.57,"Male","No","Sun","Dinner",2,"big","regular"
"51",51,12.54,5.54,"Male","No","Sun","Dinner",2,"big","regular"
"52",52,10.29,4.46,"Female","No","Sun","Dinner",2,"small","regular"
"53",53,34.81,4.83,"Female","No","Sun","Dinner",4,"small","regular"
"54",54,9.94,3.5,"Male","No","Sun","Dinner",2,"small","regular"
"55",55,25.56,6.63,"Male","No","Sun","Dinner",4,"big","regular"
"56",56,19.49,4.96,"Male","No","Sun","Dinner",2,"big","regular"
"57",57,38.01,5.83,"Male","Yes","Sat","Dinner",4,"big","regular"
"58",58,26.41,5.82,"Female","No","Sat","Dinner",2,"big","regular"
"59",59,11.24,4.04,"Male","Yes","Sat","Dinner",2,"small","regular"
"60",60,48.27,9.48,"Male","No","Sat","Dinner",4,"big","huge"
"61",61,20.29,4.92,"Male","Yes","Sat","Dinner",2,"small","regular"
"62",62,13.81,3.6,"Male","Yes","Sat","Dinner",2,"small","regular"
"63",63,11.02,2.24,"Male","Yes","Sat","Dinner",2,"small","regular"
"64",64,18.29,6.43,"Male","Yes","Sat","Dinner",4,"big","regular"
"65",65,17.59,7.09,"Male","No","Sat","Dinner",3,"big","regular"
"66",66,20.08,5.6,"Male","No","Sat","Dinner",3,"big","regular"
"67",67,16.45,4.27,"Female","No","Sat","Dinner",2,"small","regular"
"68",68,3.07,4.98,"Female","Yes","Sat","Dinner",1,"big","regular"
"69",69,20.23,5.13,"Male","No","Sat","Dinner",2,"big","regular"
"70",70,15.01,3.59,"Male","Yes","Sat","Dinner",2,"small","regular"
"71",71,12.02,4.47,"Male","No","Sat","Dinner",2,"small","regular"
"72",72,17.07,5.94,"Female","No","Sat","Dinner",3,"big","regular"
"73",73,26.86,4.22,"Female","Yes","Sat","Dinner",2,"small","regular"
"74",74,25.28,7.71,"Female","Yes","Sat","Dinner",2,"big","huge"
"75",75,14.73,4.81,"Female","No","Sat","Dinner",2,"small","regular"
"76",76,10.51,3.77,"Male","No","Sat","Dinner",2,"small","regular"
"77",77,17.92,5.38,"Male","Yes","Sat","Dinner",2,"big","regular"
"78",78,27.2,5.53,"Male","No","Thur","Lunch",4,"big","regular"
"79",79,22.76,4.49,"Male","No","Thur","Lunch",2,"small","regular"
"80",80,17.29,4.89,"Male","No","Thur","Lunch",2,"small","regular"
"81",81,19.44,4.08,"Male","Yes","Thur","Lunch",2,"small","regular"
"82",82,16.66,4.73,"Male","No","Thur","Lunch",2,"small","regular"
"83",83,10.07,4.58,"Female","No","Thur","Lunch",1,"small","regular"
"84",84,32.68,7.03,"Male","Yes","Thur","Lunch",2,"big","regular"
"85",85,15.98,3.55,"Male","No","Thur","Lunch",2,"small","regular"
"86",86,34.83,7.78,"Female","No","Thur","Lunch",4,"big","huge"
"87",87,13.03,4.31,"Male","No","Thur","Lunch",2,"small","regular"
"88",88,18.28,6.84,"Male","No","Thur","Lunch",2,"big","regular"
"89",89,24.71,7.79,"Male","No","Thur","Lunch",2,"big","huge"
"90",90,21.16,3.79,"Male","No","Thur","Lunch",2,"small","regular"
"91",91,28.97,4,"Male","Yes","Fri","Dinner",2,"small","regular"
"92",92,22.49,5.36,"Male","No","Fri","Dinner",2,"big","regular"
"93",93,5.75,1.21,"Female","Yes","Fri","Dinner",2,"small","regular"
"94",94,16.32,4.35,"Female","Yes","Fri","Dinner",2,"small","regular"
"95",95,22.75,5.25,"Female","No","Fri","Dinner",2,"big","regular"
"96",96,40.17,8.45,"Male","Yes","Fri","Dinner",4,"big","huge"
"97",97,27.28,6.31,"Male","Yes","Fri","Dinner",2,"big","regular"
"98",98,12.03,3.11,"Male","Yes","Fri","Dinner",2,"small","regular"
"99",99,21.01,3.23,"Male","Yes","Fri","Dinner",2,"small","regular"
"100",100,12.46,3.64,"Male","No","Fri","Dinner",2,"small","regular"
"101",101,11.35,4.95,"Female","Yes","Fri","Dinner",2,"big","regular"
"102",102,15.38,5.79,"Female","Yes","Fri","Dinner",2,"big","regular"
"103",103,44.3,5.31,"Female","Yes","Sat","Dinner",3,"big","regular"
"104",104,22.42,3.8,"Female","Yes","Sat","Dinner",2,"small","regular"
"105",105,20.92,7.06,"Female","No","Sat","Dinner",2,"big","regular"
"106",106,15.36,3.99,"Male","Yes","Sat","Dinner",2,"small","regular"
"107",107,20.49,5.49,"Male","Yes","Sat","Dinner",2,"big","regular"
"108",108,25.21,5.92,"Male","Yes","Sat","Dinner",2,"big","regular"
"109",109,18.24,4.06,"Male","No","Sat","Dinner",2,"small","regular"
"110",110,14.31,5.68,"Female","Yes","Sat","Dinner",2,"big","regular"
"111",111,14,3.95,"Male","No","Sat","Dinner",2,"small","regular"
"112",112,7.25,6,"Female","No","Sat","Dinner",1,"big","regular"
"113",113,38.07,5.83,"Male","No","Sun","Dinner",3,"big","regular"
"114",114,23.95,3.17,"Male","No","Sun","Dinner",2,"small","regular"
"115",115,25.71,7.37,"Female","No","Sun","Dinner",3,"big","huge"
"116",116,17.31,5.91,"Female","No","Sun","Dinner",2,"big","regular"
"117",117,29.93,8.39,"Male","No","Sun","Dinner",4,"big","huge"
"118",118,10.65,3.96,"Female","No","Thur","Lunch",2,"small","regular"
"119",119,12.43,2.87,"Female","No","Thur","Lunch",2,"small","regular"
"120",120,24.08,4.76,"Female","No","Thur","Lunch",4,"small","regular"
"121",121,11.69,6.12,"Male","No","Thur","Lunch",2,"big","regular"
"122",122,13.42,4.47,"Female","No","Thur","Lunch",2,"small","regular"
"123",123,14.26,5.29,"Male","No","Thur","Lunch",2,"big","regular"
"124",124,15.95,5.01,"Male","No","Thur","Lunch",2,"big","regular"
"125",125,12.48,3.58,"Female","No","Thur","Lunch",2,"small","regular"
"126",126,29.8,8.51,"Female","No","Thur","Lunch",6,"big","huge"
"127",127,8.52,3.11,"Male","No","Thur","Lunch",2,"small","regular"
"128",128,14.52,2.65,"Female","No","Thur","Lunch",2,"small","regular"
"129",129,11.38,4.39,"Female","No","Thur","Lunch",2,"small","regular"
"130",130,22.82,1.66,"Male","No","Thur","Lunch",3,"small","regular"
"131",131,19.08,4.24,"Male","No","Thur","Lunch",2,"small","regular"
"132",132,20.27,6.06,"Female","No","Thur","Lunch",2,"big","regular"
"133",133,11.17,3.98,"Female","No","Thur","Lunch",2,"small","regular"
"134",134,12.26,3.23,"Female","No","Thur","Lunch",2,"small","regular"
"135",135,18.26,5.17,"Female","No","Thur","Lunch",2,"big","regular"
"136",136,8.51,4.22,"Female","No","Thur","Lunch",2,"small","regular"
"137",137,10.33,5.31,"Female","No","Thur","Lunch",2,"big","regular"
"138",138,14.15,4.32,"Female","No","Thur","Lunch",2,"small","regular"
"139",139,16,3.79,"Male","Yes","Thur","Lunch",2,"small","regular"
"140",140,13.16,5.08,"Female","No","Thur","Lunch",2,"big","regular"
"141",141,17.47,4.82,"Female","No","Thur","Lunch",2,"small","regular"
"142",142,34.3,9.7,"Male","No","Thur","Lunch",6,"big","huge"
"143",143,41.19,7.83,"Male","No","Thur","Lunch",5,"big","huge"
"144",144,27.05,9.44,"Female","No","Thur","Lunch",6,"big","huge"
"145",145,16.43,5.4,"Female","No","Thur","Lunch",2,"big","regular"
"146",146,8.35,2.67,"Female","No","Thur","Lunch",2,"small","regular"
"147",147,18.64,2.95,"Female","No","Thur","Lunch",3,"small","regular"
"148",148,11.87,3.09,"Female","No","Thur","Lunch",2,"small","regular"
"149",149,9.78,5.44,"Male","No","Thur","Lunch",2,"big","regular"
"150",150,7.51,4.05,"Male","No","Thur","Lunch",2,"small","regular"
"151",151,14.07,4.19,"Male","No","Sun","Dinner",2,"small","regular"
"152",152,13.13,3.16,"Male","No","Sun","Dinner",2,"small","regular"
"153",153,17.26,5.8,"Male","No","Sun","Dinner",3,"big","regular"
"154",154,24.55,3.08,"Male","No","Sun","Dinner",4,"small","regular"
"155",155,19.77,2.77,"Male","No","Sun","Dinner",4,"small","regular"
"156",156,29.85,6.12,"Female","No","Sun","Dinner",5,"big","regular"
"157",157,48.17,5.5,"Male","No","Sun","Dinner",6,"big","regular"
"158",158,25,5.86,"Female","No","Sun","Dinner",4,"big","regular"
"159",159,13.39,3.98,"Female","No","Sun","Dinner",2,"small","regular"
"160",160,16.49,4.55,"Male","No","Sun","Dinner",4,"small","regular"
"161",161,21.5,6.01,"Male","No","Sun","Dinner",4,"big","regular"
"162",162,12.66,4.15,"Male","No","Sun","Dinner",2,"small","regular"
"163",163,16.21,3.12,"Female","No","Sun","Dinner",3,"small","regular"
"164",164,13.81,4.74,"Male","No","Sun","Dinner",2,"small","regular"
"165",165,17.51,6.31,"Female","Yes","Sun","Dinner",2,"big","regular"
"166",166,24.52,5.86,"Male","No","Sun","Dinner",3,"big","regular"
"167",167,20.76,4.38,"Male","No","Sun","Dinner",2,"small","regular"
"168",168,31.71,3.85,"Male","No","Sun","Dinner",4,"small","regular"
"169",169,10.59,1.79,"Female","Yes","Sat","Dinner",2,"small","regular"
"170",170,10.63,5.13,"Female","Yes","Sat","Dinner",2,"big","regular"
"171",171,50.81,12.04,"Male","Yes","Sat","Dinner",3,"big","huge"
"172",172,15.81,4.95,"Male","Yes","Sat","Dinner",2,"big","regular"
"173",173,7.25,7.76,"Male","Yes","Sun","Dinner",2,"big","huge"
"174",174,31.85,4.64,"Male","Yes","Sun","Dinner",2,"small","regular"
"175",175,16.82,5.75,"Male","Yes","Sun","Dinner",2,"big","regular"
"176",176,32.9,3.74,"Male","Yes","Sun","Dinner",2,"small","regular"
"177",177,17.89,4.93,"Male","Yes","Sun","Dinner",2,"small","regular"
"178",178,14.48,3.49,"Male","Yes","Sun","Dinner",2,"small","regular"
"179",179,9.6,5.84,"Female","Yes","Sun","Dinner",2,"big","regular"
"180",180,34.63,4.29,"Male","Yes","Sun","Dinner",2,"small","regular"
"181",181,34.65,5.96,"Male","Yes","Sun","Dinner",4,"big","regular"
"182",182,23.33,7.86,"Male","Yes","Sun","Dinner",2,"big","huge"
"183",183,45.35,6.45,"Male","Yes","Sun","Dinner",3,"big","regular"
"184",184,23.17,6.35,"Male","Yes","Sun","Dinner",4,"big","regular"
"185",185,40.55,5.03,"Male","Yes","Sun","Dinner",2,"big","regular"
"186",186,20.69,8.54,"Male","No","Sun","Dinner",5,"big","huge"
"187",187,20.9,4.52,"Female","Yes","Sun","Dinner",3,"small","regular"
"188",188,30.46,4.47,"Male","Yes","Sun","Dinner",5,"small","regular"
"189",189,18.15,5.16,"Female","Yes","Sun","Dinner",3,"big","regular"
"190",190,23.1,5.66,"Male","Yes","Sun","Dinner",3,"big","regular"
"191",191,15.69,5.18,"Male","Yes","Sun","Dinner",2,"big","regular"
"192",192,19.81,6.6,"Female","Yes","Thur","Lunch",2,"big","regular"
"193",193,28.44,5.57,"Male","Yes","Thur","Lunch",2,"big","regular"
"194",194,15.48,3.68,"Male","Yes","Thur","Lunch",2,"small","regular"
"195",195,16.58,5.47,"Male","Yes","Thur","Lunch",2,"big","regular"
"196",196,7.56,3.5,"Male","No","Thur","Lunch",2,"small","regular"
"197",197,10.34,5.55,"Male","Yes","Thur","Lunch",2,"big","regular"
"198",198,43.11,10.48,"Female","Yes","Thur","Lunch",4,"big","huge"
"199",199,13,3.88,"Female","Yes","Thur","Lunch",2,"small","regular"
"200",200,13.51,4.8,"Male","Yes","Thur","Lunch",2,"small","regular"
"201",201,18.71,7.73,"Male","Yes","Thur","Lunch",3,"big","huge"
"202",202,12.74,4.83,"Female","Yes","Thur","Lunch",2,"small","regular"
"203",203,13,5.16,"Female","Yes","Thur","Lunch",2,"big","regular"
"204",204,16.4,5.48,"Female","Yes","Thur","Lunch",2,"big","regular"
"205",205,20.53,6.29,"Male","Yes","Thur","Lunch",4,"big","regular"
"206",206,16.47,5.26,"Female","Yes","Thur","Lunch",3,"big","regular"
"207",207,26.59,5.3,"Male","Yes","Sat","Dinner",3,"big","regular"
"208",208,38.73,4.9,"Male","Yes","Sat","Dinner",4,"small","regular"
"209",209,24.27,3.72,"Male","Yes","Sat","Dinner",2,"small","regular"
"210",210,12.76,4.25,"Female","Yes","Sat","Dinner",2,"small","regular"
"211",211,30.06,5.23,"Male","Yes","Sat","Dinner",3,"big","regular"
"212",212,25.89,6.08,"Male","Yes","Sat","Dinner",4,"big","regular"
"213",213,48.33,12.32,"Male","No","Sat","Dinner",4,"big","huge"
"214",214,13.27,3.35,"Female","Yes","Sat","Dinner",2,"small","regular"
"215",215,28.17,8.74,"Female","Yes","Sat","Dinner",3,"big","huge"
"216",216,12.9,4.12,"Female","Yes","Sat","Dinner",2,"small","regular"
"217",217,28.15,4.81,"Male","Yes","Sat","Dinner",5,"small","regular"
"218",218,11.59,4.03,"Male","Yes","Sat","Dinner",2,"small","regular"
"219",219,7.74,3.81,"Male","Yes","Sat","Dinner",2,"small","regular"
"220",220,30.14,6.34,"Female","Yes","Sat","Dinner",4,"big","regular"
"221",221,12.16,3.32,"Male","Yes","Fri","Lunch",2,"small","regular"
"222",222,13.42,5.99,"Female","Yes","Fri","Lunch",2,"big","regular"
"223",223,8.58,3.84,"Male","Yes","Fri","Lunch",1,"small","regular"
"224",224,15.98,5.01,"Female","No","Fri","Lunch",3,"big","regular"
"225",225,13.42,3.71,"Male","Yes","Fri","Lunch",2,"small","regular"
"226",226,16.27,5.06,"Female","Yes","Fri","Lunch",2,"big","regular"
"227",227,10.09,5.81,"Female","Yes","Fri","Lunch",2,"big","regular"
"228",228,20.45,4.93,"Male","No","Sat","Dinner",4,"small","regular"
"229",229,13.28,4.98,"Male","No","Sat","Dinner",2,"big","regular"
"230",230,22.12,3.92,"Female","Yes","Sat","Dinner",2,"small","regular"
"231",231,24.01,4.72,"Male","Yes","Sat","Dinner",4,"small","regular"
"232",232,15.69,4.13,"Male","Yes","Sat","Dinner",3,"small","regular"
"233",233,11.61,4.99,"Male","No","Sat","Dinner",2,"big","regular"
"234",234,10.77,4.7,"Male","No","Sat","Dinner",2,"small","regular"
"235",235,15.53,4.7,"Male","Yes","Sat","Dinner",2,"small","regular"
"236",236,10.07,3.97,"Male","No","Sat","Dinner",2,"small","regular"
"237",237,12.6,2.7,"Male","Yes","Sat","Dinner",2,"small","regular"
"238",238,32.83,4.22,"Male","Yes","Sat","Dinner",2,"small","regular"
"239",239,35.83,6.38,"Female","No","Sat","Dinner",3,"big","regular"
"240",240,29.03,8.04,"Male","No","Sat","Dinner",3,"big","huge"
"241",241,27.18,3.22,"Female","Yes","Sat","Dinner",2,"small","regular"
"242",242,22.67,2.1,"Male","Yes","Sat","Dinner",2,"small","regular"
"243",243,17.82,2.34,"Male","No","Sat","Dinner",2,"small","regular"
"244",244,18.78,4.28,"Female","No","Thur","Dinner",2,"small","regular"
"245",245,16.99,3.61,"Female","No","Sun","Dinner",2,"small","regular"
"246",246,10.34,2.54,"Male","No","Sun","Dinner",3,"small","regular"
"247",247,21.01,6.01,"Male","No","Sun","Dinner",3,"big","regular"
"248",248,23.68,7.22,"Male","No","Sun","Dinner",2,"big","regular"
"249",249,24.59,6.82,"Female","No","Sun","Dinner",4,"big","regular"
"250",250,25.29,7.27,"Male","No","Sun","Dinner",4,"big","huge"
"251",251,8.77,3.13,"Male","No","Sun","Dinner",2,"small","regular"
"252",252,26.88,6.86,"Male","No","Sun","Dinner",4,"big","regular"
"253",253,15.04,5.11,"Male","No","Sun","Dinner",2,"big","regular"
"254",254,14.78,5.75,"Male","No","Sun","Dinner",2,"big","regular"
"255",255,10.27,4.53,"Male","No","Sun","Dinner",2,"small","regular"
"256",256,35.26,6.25,"Female","No","Sun","Dinner",4,"big","regular"
"257",257,15.42,4.09,"Male","No","Sun","Dinner",2,"small","regular"
"258",258,18.43,5.05,"Male","No","Sun","Dinner",4,"big","regular"
"259",259,14.83,5.04,"Female","No","Sun","Dinner",2,"big","regular"
"260",260,21.58,4.74,"Male","No","Sun","Dinner",2,"small","regular"
"261",261,10.33,4.68,"Female","No","Sun","Dinner",3,"small","regular"
"262",262,16.29,4.87,"Male","No","Sun","Dinner",3,"small","regular"
"263",263,16.97,3.07,"Female","No","Sun","Dinner",3,"small","regular"
"264",264,20.65,4.52,"Male","No","Sat","Dinner",3,"small","regular"
"265",265,17.92,4.53,"Male","No","Sat","Dinner",2,"small","regular"
"266",266,20.29,5.23,"Female","No","Sat","Dinner",2,"big","regular"
"267",267,15.77,6.4,"Female","No","Sat","Dinner",2,"big","regular"
"268",268,39.42,8.82,"Male","No","Sat","Dinner",4,"big","huge"
"269",269,19.82,4.91,"Male","No","Sat","Dinner",2,"small","regular"
"270",270,17.81,6.37,"Male","No","Sat","Dinner",4,"big","regular"
"271",271,13.37,5.4,"Male","No","Sat","Dinner",2,"big","regular"
"272",272,12.69,2.91,"Male","No","Sat","Dinner",2,"small","regular"
"273",273,21.7,5.07,"Male","No","Sat","Dinner",2,"big","regular"
"274",274,19.65,6.34,"Female","No","Sat","Dinner",2,"big","regular"
"275",275,9.55,2.21,"Male","No","Sat","Dinner",2,"small","regular"
"276",276,18.35,4.62,"Male","No","Sat","Dinner",4,"small","regular"
"277",277,15.06,5.84,"Female","No","Sat","Dinner",2,"big","regular"
"278",278,20.69,3.72,"Female","No","Sat","Dinner",4,"small","regular"
"279",279,17.78,6.19,"Male","No","Sat","Dinner",2,"big","regular"
"280",280,24.06,4.35,"Male","No","Sat","Dinner",3,"small","regular"
"281",281,16.31,4.15,"Male","No","Sat","Dinner",3,"small","regular"
"282",282,16.93,4.29,"Female","No","Sat","Dinner",3,"small","regular"
"283",283,18.69,1.89,"Male","No","Sat","Dinner",3,"small","regular"
"284",284,31.27,6.66,"Male","No","Sat","Dinner",3,"big","regular"
"285",285,16.04,5.27,"Male","No","Sat","Dinner",3,"big","regular"
"286",286,17.46,5.18,"Male","No","Sun","Dinner",2,"big","regular"
"287",287,13.94,6.34,"Male","No","Sun","Dinner",2,"big","regular"
"288",288,9.68,2.09,"Male","No","Sun","Dinner",2,"small","regular"
"289",289,30.4,7.31,"Male","No","Sun","Dinner",4,"big","huge"
"290",290,18.29,4.75,"Male","No","Sun","Dinner",2,"small","regular"
"291",291,22.23,7.49,"Male","No","Sun","Dinner",2,"big","huge"
"292",292,32.4,8.05,"Male","No","Sun","Dinner",4,"big","huge"
"293",293,28.55,3.25,"Male","No","Sun","Dinner",3,"small","regular"
"294",294,18.04,5.99,"Male","No","Sun","Dinner",2,"big","regular"
"295",295,12.54,4.12,"Male","No","Sun","Dinner",2,"small","regular"
"296",296,10.29,5.16,"Female","No","Sun","Dinner",2,"big","regular"
"297",297,34.81,6.28,"Female","No","Sun","Dinner",4,"big","regular"
"298",298,9.94,4.18,"Male","No","Sun","Dinner",2,"small","regular"
"299",299,25.56,5.9,"Male","No","Sun","Dinner",4,"big","regular"
"300",300,19.49,7.47,"Male","No","Sun","Dinner",2,"big","huge"
"301",301,38.01,5.24,"Male","Yes","Sat","Dinner",4,"big","regular"
"302",302,26.41,2.61,"Female","No","Sat","Dinner",2,"small","regular"
"303",303,11.24,3.25,"Male","Yes","Sat","Dinner",2,"small","regular"
"304",304,48.27,7.95,"Male","No","Sat","Dinner",4,"big","huge"
"305",305,20.29,4.05,"Male","Yes","Sat","Dinner",2,"small","regular"
"306",306,13.81,5.17,"Male","Yes","Sat","Dinner",2,"big","regular"
"307",307,11.02,2.25,"Male","Yes","Sat","Dinner",2,"small","regular"
"308",308,18.29,5.72,"Male","Yes","Sat","Dinner",4,"big","regular"
"309",309,17.59,6.1,"Male","No","Sat","Dinner",3,"big","regular"
"310",310,20.08,4.82,"Male","No","Sat","Dinner",3,"small","regular"
"311",311,16.45,4.5,"Female","No","Sat","Dinner",2,"small","regular"
"312",312,3.07,4.03,"Female","Yes","Sat","Dinner",1,"small","regular"
"313",313,20.23,4.15,"Male","No","Sat","Dinner",2,"small","regular"
"314",314,15.01,3.39,"Male","Yes","Sat","Dinner",2,"small","regular"
"315",315,12.02,5.38,"Male","No","Sat","Dinner",2,"big","regular"
"316",316,17.07,4.86,"Female","No","Sat","Dinner",3,"small","regular"
"317",317,26.86,5.27,"Female","Yes","Sat","Dinner",2,"big","regular"
"318",318,25.28,7.48,"Female","Yes","Sat","Dinner",2,"big","huge"
"319",319,14.73,4.69,"Female","No","Sat","Dinner",2,"small","regular"
"320",320,10.51,2.1,"Male","No","Sat","Dinner",2,"small","regular"
"321",321,17.92,4.47,"Male","Yes","Sat","Dinner",2,"small","regular"
"322",322,27.2,6.04,"Male","No","Thur","Lunch",4,"big","regular"
"323",323,22.76,4.77,"Male","No","Thur","Lunch",2,"small","regular"
"324",324,17.29,4.76,"Male","No","Thur","Lunch",2,"small","regular"
"325",325,19.44,6.57,"Male","Yes","Thur","Lunch",2,"big","regular"
"326",326,16.66,6.2,"Male","No","Thur","Lunch",2,"big","regular"
"327",327,10.07,4.55,"Female","No","Thur","Lunch",1,"small","regular"
"328",328,32.68,6.71,"Male","Yes","Thur","Lunch",2,"big","regular"
"329",329,15.98,4.29,"Male","No","Thur","Lunch",2,"small","regular"
"330",330,34.83,8.42,"Female","No","Thur","Lunch",4,"big","huge"
"331",331,13.03,3.75,"Male","No","Thur","Lunch",2,"small","regular"
"332",332,18.28,5.45,"Male","No","Thur","Lunch",2,"big","regular"
"333",333,24.71,7.17,"Male","No","Thur","Lunch",2,"big","regular"
"334",334,21.16,5.27,"Male","No","Thur","Lunch",2,"big","regular"
"335",335,28.97,5.35,"Male","Yes","Fri","Dinner",2,"big","regular"
"336",336,22.49,5.71,"Male","No","Fri","Dinner",2,"big","regular"
"337",337,5.75,3.67,"Female","Yes","Fri","Dinner",2,"small","regular"
"338",338,16.32,7.01,"Female","Yes","Fri","Dinner",2,"big","regular"
"339",339,22.75,7.66,"Female","No","Fri","Dinner",2,"big","huge"
"340",340,40.17,8.76,"Male","Yes","Fri","Dinner",4,"big","huge"
"341",341,27.28,6.48,"Male","Yes","Fri","Dinner",2,"big","regular"
"342",342,12.03,0.88,"Male","Yes","Fri","Dinner",2,"small","regular"
"343",343,21.01,5.39,"Male","Yes","Fri","Dinner",2,"big","regular"
"344",344,12.46,4.21,"Male","No","Fri","Dinner",2,"small","regular"
"345",345,11.35,5.82,"Female","Yes","Fri","Dinner",2,"big","regular"
"346",346,15.38,5,"Female","Yes","Fri","Dinner",2,"big","regular"
"347",347,44.3,3.98,"Female","Yes","Sat","Dinner",3,"small","regular"
"348",348,22.42,6.87,"Female","Yes","Sat","Dinner",2,"big","regular"
"349",349,20.92,3.98,"Female","No","Sat","Dinner",2,"small","regular"
"350",350,15.36,4.16,"Male","Yes","Sat","Dinner",2,"small","regular"
"351",351,20.49,7.24,"Male","Yes","Sat","Dinner",2,"big","regular"
"352",352,25.21,5.21,"Male","Yes","Sat","Dinner",2,"big","regular"
"353",353,18.24,7.32,"Male","No","Sat","Dinner",2,"big","huge"
"354",354,14.31,6.22,"Female","Yes","Sat","Dinner",2,"big","regular"
"355",355,14,4.82,"Male","No","Sat","Dinner",2,"small","regular"
"356",356,7.25,3.94,"Female","No","Sat","Dinner",1,"small","regular"
"357",357,38.07,5.83,"Male","No","Sun","Dinner",3,"big","regular"
"358",358,23.95,4.79,"Male","No","Sun","Dinner",2,"small","regular"
"359",359,25.71,5.68,"Female","No","Sun","Dinner",3,"big","regular"
"360",360,17.31,5.96,"Female","No","Sun","Dinner",2,"big","regular"
"361",361,29.93,6.73,"Male","No","Sun","Dinner",4,"big","regular"
"362",362,10.65,3.33,"Female","No","Thur","Lunch",2,"small","regular"
"363",363,12.43,3.84,"Female","No","Thur","Lunch",2,"small","regular"
"364",364,24.08,5.07,"Female","No","Thur","Lunch",4,"big","regular"
"365",365,11.69,4.14,"Male","No","Thur","Lunch",2,"small","regular"
"366",366,13.42,3.87,"Female","No","Thur","Lunch",2,"small","regular"
"367",367,14.26,4.63,"Male","No","Thur","Lunch",2,"small","regular"
"368",368,15.95,3.23,"Male","No","Thur","Lunch",2,"small","regular"
"369",369,12.48,3.71,"Female","No","Thur","Lunch",2,"small","regular"
"370",370,29.8,6.49,"Female","No","Thur","Lunch",6,"big","regular"
